year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1871	wta	nl	1871-wta-nl	1884	es	b	1884-es-b	FALSE	train	1871-wta-nl 1884-es-b	0	TRUE
1894	mt	tsa	1894-mt-tsa	1903	amd	algiosl	1903-amd-algiosl	FALSE	train	1894-mt-tsa 1903-amd-algiosl	0	TRUE
1860	sw	sas-c	1860-sw-sas-c	1894	mt	tsa	1894-mt-tsa	FALSE	train	1860-sw-sas-c 1894-mt-tsa	0	TRUE
1853	tsa	hlas	1853-tsa-hlas	1858	tsa	thbnth	1858-tsa-thbnth	TRUE	train	1853-tsa-hlas 1858-tsa-thbnth	1	TRUE
1874	amd	sd	1874-amd-sd	1893	mt	ttopw	1893-mt-ttopw	FALSE	train	1874-amd-sd 1893-mt-ttopw	0	TRUE
1856	sw	hots	1856-sw-hots	1871	amd	ks	1871-amd-ks	FALSE	train	1856-sw-hots 1871-amd-ks	0	TRUE
1907	rwc	tys	1907-rwc-tys	1911	rwc	j	1911-rwc-j	TRUE	train	1907-rwc-tys 1911-rwc-j	1	TRUE
1877	wdh	aca	1877-wdh-aca	1906	rwc	tfc	1906-rwc-tfc	FALSE	train	1877-wdh-aca 1906-rwc-tfc	0	TRUE
1901	amd	algino	1901-amd-algino	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1901-amd-algino 1905-amd-algiosf	1	TRUE
1871	wdh	ss	1871-wdh-ss	1880	mh	lipp-nf	1880-mh-lipp-nf	FALSE	train	1871-wdh-ss 1880-mh-lipp-nf	0	TRUE
1896	amd	algiony	1896-amd-algiony	1904	amd	algic	1904-amd-algic	TRUE	train	1896-amd-algiony 1904-amd-algic	1	TRUE
1887	lma	agfg	1887-lma-agfg	1889	wdh	ahonf-v1	1889-wdh-ahonf-v1	FALSE	train	1887-lma-agfg 1889-wdh-ahonf-v1	0	TRUE
1905	amd	algiosf	1905-amd-algiosf	1915	rwc	wgt	1915-rwc-wgt	FALSE	train	1905-amd-algiosf 1915-rwc-wgt	0	TRUE
1856	tsa	twg	1856-tsa-twg	1919	ga	ta	1919-ga-ta	FALSE	train	1856-tsa-twg 1919-ga-ta	0	TRUE
1882	cfw	a	1882-cfw-a	1911	hm	tcfb	1911-hm-tcfb	FALSE	train	1882-cfw-a 1911-hm-tcfb	0	TRUE
1870	amd	kar	1870-amd-kar	1883	amd	wkm	1883-amd-wkm	TRUE	train	1870-amd-kar 1883-amd-wkm	1	TRUE
1864	sw	mh	1864-sw-mh	1884	sw	arw	1884-sw-arw	TRUE	train	1864-sw-mh 1884-sw-arw	1	TRUE
1866	sw	twwfe	1866-sw-twwfe	1907	amd	hgs	1907-amd-hgs	FALSE	train	1866-sw-twwfe 1907-amd-hgs	0	TRUE
1866	amd	it	1866-amd-it	1888	es	e	1888-es-e	FALSE	train	1866-amd-it 1888-es-e	0	TRUE
1866	wta	haw	1866-wta-haw	1871	amd	ks	1871-amd-ks	FALSE	train	1866-wta-haw 1871-amd-ks	0	TRUE
1909	amd	hgt	1909-amd-hgt	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1909-amd-hgt 1912-amd-tcitlorh	1	TRUE
1884	sw	arw	1884-sw-arw	1906	amd	ael	1906-amd-ael	FALSE	train	1884-sw-arw 1906-amd-ael	0	TRUE
1886	wdh	tmc	1886-wdh-tmc	1903	wdh	qs	1903-wdh-qs	TRUE	train	1886-wdh-tmc 1903-wdh-qs	1	TRUE
1860	sw	sas-c	1860-sw-sas-c	1860	sw	sas-v2-c	1860-sw-sas-v2-c	TRUE	train	1860-sw-sas-c 1860-sw-sas-v2-c	1	TRUE
1872	sw	t	1872-sw-t	1910	wdh	ii	1910-wdh-ii	FALSE	train	1872-sw-t 1910-wdh-ii	0	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1868	tsa	aasaos	1868-tsa-aasaos	TRUE	train	1853-tsa-tirotith 1868-tsa-aasaos	1	TRUE
1909	wdh	sec	1909-wdh-sec	1910	wdh	ii	1910-wdh-ii	TRUE	train	1909-wdh-sec 1910-wdh-ii	1	TRUE
1873	cfw	tosh	1873-cfw-tosh	1895	wta	ai	1895-wta-ai	FALSE	train	1873-cfw-tosh 1895-wta-ai	0	TRUE
1893	amd	itkc	1893-amd-itkc	1905	amd	hgaah	1905-amd-hgaah	TRUE	train	1893-amd-itkc 1905-amd-hgaah	1	TRUE
1879	amd	hm	1879-amd-hm	1884	amd	ootw	1884-amd-ootw	TRUE	train	1879-amd-hm 1884-amd-ootw	1	TRUE
1906	amd	algioq	1906-amd-algioq	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1906-amd-algioq 1913-amd-trhcag	1	TRUE
1866	wta	hah	1866-wta-hah	1868	sw	ditf	1868-sw-ditf	FALSE	train	1866-wta-hah 1868-sw-ditf	0	TRUE
1860	tsa	tah	1860-tsa-tah	1889	tsa	hbe	1889-tsa-hbe	TRUE	train	1860-tsa-tah 1889-tsa-hbe	1	TRUE
1893	lma	ct	1893-lma-ct	1905	amd	algiosf	1905-amd-algiosf	FALSE	train	1893-lma-ct 1905-amd-algiosf	0	TRUE
1905	ga	ttt	1905-ga-ttt	1917	ew	s	1917-ew-s	FALSE	train	1905-ga-ttt 1917-ew-s	0	TRUE
1858	tsa	thbnth	1858-tsa-thbnth	1859	tsa	lg	1859-tsa-lg	TRUE	train	1858-tsa-thbnth 1859-tsa-lg	1	TRUE
1918	rwc	tmw	1918-rwc-tmw	1920	rwc	tlrf	1920-rwc-tlrf	TRUE	train	1918-rwc-tmw 1920-rwc-tlrf	1	TRUE
1868	wta	osb	1868-wta-osb	1881	cdw	wi-2	1881-cdw-wi-2	FALSE	train	1868-wta-osb 1881-cdw-wi-2	0	TRUE
1898	amd	algiob	1898-amd-algiob	1898	ga	tvr	1898-ga-tvr	FALSE	train	1898-amd-algiob 1898-ga-tvr	0	TRUE
1897	amd	hpitw	1897-amd-hpitw	1918	ew	tm-sh	1918-ew-tm-sh	FALSE	train	1897-amd-hpitw 1918-ew-tm-sh	0	TRUE
1884	amd	ootw	1884-amd-ootw	1903	amd	algiosl	1903-amd-algiosl	TRUE	train	1884-amd-ootw 1903-amd-algiosl	1	TRUE
1902	wdh	tk	1902-wdh-tk	1903	wdh	qs	1903-wdh-qs	TRUE	train	1902-wdh-tk 1903-wdh-qs	1	TRUE
1863	mh	h-ia	1863-mh-h-ia	1875	tsa	dowithoaf	1875-tsa-dowithoaf	FALSE	train	1863-mh-h-ia 1875-tsa-dowithoaf	0	TRUE
1921	ga	sil	1921-ga-sil	1922	ga	sf	1922-ga-sf	TRUE	train	1921-ga-sil 1922-ga-sf	1	TRUE
1876	sw	wh-c	1876-sw-wh-c	1902	rwc	tmaa	1902-rwc-tmaa	FALSE	train	1876-sw-wh-c 1902-rwc-tmaa	0	TRUE
1871	wta	utb	1871-wta-utb	1896	wta	tbc-r	1896-wta-tbc-r	TRUE	train	1871-wta-utb 1896-wta-tbc-r	1	TRUE
1889	wdh	ahonf-v2	1889-wdh-ahonf-v2	1896	wdh	tlatlh	1896-wdh-tlatlh	TRUE	train	1889-wdh-ahonf-v2 1896-wdh-tlatlh	1	TRUE
1877	sw	pn-?	1877-sw-pn-?	1920	rwc	tlrf	1920-rwc-tlrf	FALSE	train	1877-sw-pn-? 1920-rwc-tlrf	0	TRUE
1911	rwc	j	1911-rwc-j	1914	rwc	a	1914-rwc-a	TRUE	train	1911-rwc-j 1914-rwc-a	1	TRUE
1873	mt	tga-c	1873-mt-tga-c	1895	wta	ai	1895-wta-ai	FALSE	train	1873-mt-tga-c 1895-wta-ai	0	TRUE
1903	amd	algiosl	1903-amd-algiosl	1903	amd	hbkh	1903-amd-hbkh	TRUE	train	1903-amd-algiosl 1903-amd-hbkh	1	TRUE
1866	amd	it	1866-amd-it	1881	amd	awi	1881-amd-awi	TRUE	train	1866-amd-it 1881-amd-awi	1	TRUE
1879	amd	hm	1879-amd-hm	1903	amd	algiosl	1903-amd-algiosl	TRUE	train	1879-amd-hm 1903-amd-algiosl	1	TRUE
1864	sw	toh	1864-sw-toh	1879	sw	md	1879-sw-md	TRUE	train	1864-sw-toh 1879-sw-md	1	TRUE
1873	amd	hn	1873-amd-hn	1884	amd	ootw	1884-amd-ootw	TRUE	train	1873-amd-hn 1884-amd-ootw	1	TRUE
1909	amd	algiop	1909-amd-algiop	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1909-amd-algiop 1913-amd-trhcag	1	TRUE
1880	amd	liagc	1880-amd-liagc	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1880-amd-liagc 1905-amd-algiosf	1	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1864	wta	waw	1864-wta-waw	FALSE	train	1853-tsa-tirotith 1864-wta-waw	0	TRUE
1876	sw	wh-c	1876-sw-wh-c	1907	wdh	tteotn	1907-wdh-tteotn	FALSE	train	1876-sw-wh-c 1907-wdh-tteotn	0	TRUE
1908	wdh	rhao	1908-wdh-rhao	1916	wdh	yomy	1916-wdh-yomy	TRUE	train	1908-wdh-rhao 1916-wdh-yomy	1	TRUE
1856	tsa	woc	1856-tsa-woc	1897	wdh	soo	1897-wdh-soo	FALSE	train	1856-tsa-woc 1897-wdh-soo	0	TRUE
1894	wta	its	1894-wta-its	1913	hm	pc	1913-hm-pc	FALSE	train	1894-wta-its 1913-hm-pc	0	TRUE
1904	rwc	tr	1904-rwc-tr	1920	hm	tpm	1920-hm-tpm	FALSE	train	1904-rwc-tr 1920-hm-tpm	0	TRUE
1864	sw	toh-v2	1864-sw-toh-v2	1913	hm	pc	1913-hm-pc	FALSE	train	1864-sw-toh-v2 1913-hm-pc	0	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1852	tsa	ml	1852-tsa-ml	TRUE	train	1851-tsa-lilfawwrt 1852-tsa-ml	1	TRUE
1886	amd	fohh	1886-amd-fohh	1914	amd	tgamm	1914-amd-tgamm	TRUE	train	1886-amd-fohh 1914-amd-tgamm	1	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1868-tsa-aasaos 1916-wdh-yomy	0	TRUE
1903	wdh	qs	1903-wdh-qs	1909	wdh	sec	1909-wdh-sec	TRUE	train	1903-wdh-qs 1909-wdh-sec	1	TRUE
1905	ga	ttt	1905-ga-ttt	1907	ga	a	1907-ga-a	TRUE	train	1905-ga-ttt 1907-ga-a	1	TRUE
1870	amd	kar	1870-amd-kar	1906	amd	ael	1906-amd-ael	TRUE	train	1870-amd-kar 1906-amd-ael	1	TRUE
1898	wdh	aoec	1898-wdh-aoec	1914	hm	taok	1914-hm-taok	FALSE	train	1898-wdh-aoec 1914-hm-taok	0	TRUE
1880	cfw	rtk	1880-cfw-rtk	1920	hm	tpm	1920-hm-tpm	FALSE	train	1880-cfw-rtk 1920-hm-tpm	0	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1891	amd	thobh	1891-amd-thobh	FALSE	train	1851-tsa-lilfawwrt 1891-amd-thobh	0	TRUE
1914	rwc	a	1914-rwc-a	1918	rwc	tmw	1918-rwc-tmw	TRUE	train	1914-rwc-a 1918-rwc-tmw	1	TRUE
1870	sw	wsc	1870-sw-wsc	1891	amd	thobh	1891-amd-thobh	FALSE	train	1870-sw-wsc 1891-amd-thobh	0	TRUE
1870	amd	ktw	1870-amd-ktw	1873	mt	tga-c	1873-mt-tga-c	FALSE	train	1870-amd-ktw 1873-mt-tga-c	0	TRUE
1894	wdh	atfa	1894-wdh-atfa	1910	wdh	ii	1910-wdh-ii	TRUE	train	1894-wdh-atfa 1910-wdh-ii	1	TRUE
1850	sw	www	1850-sw-www	1870	sw	wsc	1870-sw-wsc	TRUE	train	1850-sw-www 1870-sw-wsc	1	TRUE
1880	cdw	mwotn	1880-cdw-mwotn	1881	cdw	wi-2	1881-cdw-wi-2	TRUE	train	1880-cdw-mwotn 1881-cdw-wi-2	1	TRUE
1851	tsa	ttw	1851-tsa-ttw	1891	mt	tac	1891-mt-tac	FALSE	train	1851-tsa-ttw 1891-mt-tac	0	TRUE
1871	sw	thit	1871-sw-thit	1873	amd	hn	1873-amd-hn	FALSE	train	1871-sw-thit 1873-amd-hn	0	TRUE
1864	sw	toh	1864-sw-toh	1872	cdw	s	1872-cdw-s	FALSE	train	1864-sw-toh 1872-cdw-s	0	TRUE
1903	amd	algiosl	1903-amd-algiosl	1913	amd	amc	1913-amd-amc	TRUE	train	1903-amd-algiosl 1913-amd-amc	1	TRUE
1895	rwc	tkiy	1895-rwc-tkiy	1913	rwc	qa	1913-rwc-qa	TRUE	train	1895-rwc-tkiy 1913-rwc-qa	1	TRUE
1860	wta	lbl	1860-wta-lbl	1872	cdw	s	1872-cdw-s	FALSE	train	1860-wta-lbl 1872-cdw-s	0	TRUE
1871	amd	ks	1871-amd-ks	1874	amd	sd	1874-amd-sd	TRUE	train	1871-amd-ks 1874-amd-sd	1	TRUE
1856	tsa	twg	1856-tsa-twg	1896	amd	algiony	1896-amd-algiony	FALSE	train	1856-tsa-twg 1896-amd-algiony	0	TRUE
1906	es	ha	1906-es-ha	1912	rwc	tbol	1912-rwc-tbol	FALSE	train	1906-es-ha 1912-rwc-tbol	0	TRUE
1906	amd	ael	1906-amd-ael	1909	amd	algiop	1909-amd-algiop	TRUE	train	1906-amd-ael 1909-amd-algiop	1	TRUE
1854	lma	ff	1854-lma-ff	1907	mt	cs	1907-mt-cs	FALSE	train	1854-lma-ff 1907-mt-cs	0	TRUE
1873	amd	hn	1873-amd-hn	1897	amd	hpitw	1897-amd-hpitw	TRUE	train	1873-amd-hn 1897-amd-hpitw	1	TRUE
1900	ga	sn	1900-ga-sn	1906	ga	r	1906-ga-r	TRUE	train	1900-ga-sn 1906-ga-r	1	TRUE
1865	wta	tyl	1865-wta-tyl	1895	wta	ai	1895-wta-ai	TRUE	train	1865-wta-tyl 1895-wta-ai	1	TRUE
1873	mt	tga-c	1873-mt-tga-c	1914	hm	taok	1914-hm-taok	FALSE	train	1873-mt-tga-c 1914-hm-taok	0	TRUE
1873	cfw	tosh	1873-cfw-tosh	1912	rwc	tbol	1912-rwc-tbol	FALSE	train	1873-cfw-tosh 1912-rwc-tbol	0	TRUE
1868	tsa	ats	1868-tsa-ats	1874	amd	sd	1874-amd-sd	FALSE	train	1868-tsa-ats 1874-amd-sd	0	TRUE
1900	ga	sn	1900-ga-sn	1919	ga	ta	1919-ga-ta	TRUE	train	1900-ga-sn 1919-ga-ta	1	TRUE
1852	tsa	ml	1852-tsa-ml	1899	cdw	tf	1899-cdw-tf	FALSE	train	1852-tsa-ml 1899-cdw-tf	0	TRUE
1873	amd	hn	1873-amd-hn	1897	amd	algola	1897-amd-algola	TRUE	train	1873-amd-hn 1897-amd-algola	1	TRUE
1866	wta	hah	1866-wta-hah	1870	wta	dad	1870-wta-dad	TRUE	train	1866-wta-hah 1870-wta-dad	1	TRUE
1854	mh	a	1854-mh-a	1884	mh	mhcfb-nf	1884-mh-mhcfb-nf	TRUE	train	1854-mh-a 1884-mh-mhcfb-nf	1	TRUE
1874	amd	towwlias	1874-amd-towwlias	1919	es	tpc	1919-es-tpc	FALSE	train	1874-amd-towwlias 1919-es-tpc	0	TRUE
1860	sw	sas-c	1860-sw-sas-c	1894	mh	mwws	1894-mh-mwws	FALSE	train	1860-sw-sas-c 1894-mh-mwws	0	TRUE
1850	sw	www-v2	1850-sw-www-v2	1864	sw	toh	1864-sw-toh	TRUE	train	1850-sw-www-v2 1864-sw-toh	1	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1859	tsa	tacoah	1859-tsa-tacoah	TRUE	train	1851-tsa-lilfawwrt 1859-tsa-tacoah	1	TRUE
1870	amd	kar	1870-amd-kar	1908	amd	algios	1908-amd-algios	TRUE	train	1870-amd-kar 1908-amd-algios	1	TRUE
1855	tsa	tgtc	1855-tsa-tgtc	1870	amd	ktw	1870-amd-ktw	FALSE	train	1855-tsa-tgtc 1870-amd-ktw	0	TRUE
1884	lma	sws	1884-lma-sws	1898	amd	algiob	1898-amd-algiob	FALSE	train	1884-lma-sws 1898-amd-algiob	0	TRUE
1880	cdw	mwotn	1880-cdw-mwotn	1899	cdw	tf	1899-cdw-tf	TRUE	train	1880-cdw-mwotn 1899-cdw-tf	1	TRUE
1901	wdh	apopl	1901-wdh-apopl	1903	wdh	qs	1903-wdh-qs	TRUE	train	1901-wdh-apopl 1903-wdh-qs	1	TRUE
1864	sw	mh-v2	1864-sw-mh-v2	1870	sw	wsc	1870-sw-wsc	TRUE	train	1864-sw-mh-v2 1870-sw-wsc	1	TRUE
1897	wdh	soo	1897-wdh-soo	1909	wdh	sec	1909-wdh-sec	TRUE	train	1897-wdh-soo 1909-wdh-sec	1	TRUE
1851	tsa	lilfawwrt	1851-tsa-lilfawwrt	1855	tsa	tgtc	1855-tsa-tgtc	TRUE	train	1851-tsa-lilfawwrt 1855-tsa-tgtc	1	TRUE
1880	mh	lipp-nf	1880-mh-lipp-nf	1893	wdh	tcob	1893-wdh-tcob	FALSE	train	1880-mh-lipp-nf 1893-wdh-tcob	0	TRUE
1904	amd	algic	1904-amd-algic	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1904-amd-algic 1916-wdh-yomy	0	TRUE
1879	amd	hm	1879-amd-hm	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1879-amd-hm 1912-amd-tcitlorh	1	TRUE
1852	sw	q-v2	1852-sw-q-v2	1867	amd	sd	1867-amd-sd	FALSE	train	1852-sw-q-v2 1867-amd-sd	0	TRUE
1870	amd	kar	1870-amd-kar	1912	rwc	tbol	1912-rwc-tbol	FALSE	train	1870-amd-kar 1912-rwc-tbol	0	TRUE
1894	wdh	atfa	1894-wdh-atfa	1901	rwc	c	1901-rwc-c	FALSE	train	1894-wdh-atfa 1901-rwc-c	0	TRUE
1874	amd	sd	1874-amd-sd	1911	hm	tcfb	1911-hm-tcfb	FALSE	train	1874-amd-sd 1911-hm-tcfb	0	TRUE
1895	wdh	mlp	1895-wdh-mlp	1915	wdh	tdots	1915-wdh-tdots	TRUE	train	1895-wdh-mlp 1915-wdh-tdots	1	TRUE
1906	es	ha	1906-es-ha	1909	mt	efcsvth	1909-mt-efcsvth	FALSE	train	1906-es-ha 1909-mt-efcsvth	0	TRUE
1894	wta	ab	1894-wta-ab	1910	wdh	ii	1910-wdh-ii	FALSE	train	1894-wta-ab 1910-wdh-ii	0	TRUE
