year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1876	mt	ototm	1876-mt-ototm	1877	amd	fhtm	1877-amd-fhtm	FALSE	train	1876-mt-ototm 1877-amd-fhtm	0	TRUE
1903	amd	hbkh	1903-amd-hbkh	1874	amd	towwlias	1874-amd-towwlias	TRUE	train	1903-amd-hbkh 1874-amd-towwlias	1	TRUE
1896	mh	tsoahh	1896-mh-tsoahh	1880	mh	lipp-nf	1880-mh-lipp-nf	TRUE	train	1896-mh-tsoahh 1880-mh-lipp-nf	1	TRUE
1868	tsa	ats	1868-tsa-ats	1889	tsa	hbe	1889-tsa-hbe	TRUE	train	1868-tsa-ats 1889-tsa-hbe	1	TRUE
1909	mh	tsoall-a	1909-mh-tsoall-a	1878	mh	dyb-nf	1878-mh-dyb-nf	TRUE	train	1909-mh-tsoall-a 1878-mh-dyb-nf	1	TRUE
1903	us	tjoas	1903-us-tjoas	1854	hbs	smofl	1854-hbs-smofl	FALSE	test	1903-us-tjoas 1854-hbs-smofl	0	FALSE
1895	wta	alae	1895-wta-alae	1906	mt	cfma	1906-mt-cfma	FALSE	test	1895-wta-alae 1906-mt-cfma	0	TRUE
1891	fmc	ttf	1891-fmc-ttf	1881	haj	fcbtp	1881-haj-fcbtp	FALSE	test	1891-fmc-ttf 1881-haj-fcbtp	0	FALSE
1872	haj	ptf	1872-haj-ptf	1906	rwc	ttolp	1906-rwc-ttolp	FALSE	test	1872-haj-ptf 1906-rwc-ttolp	0	TRUE
1898	hj	ttm	1898-hj-ttm	1879	hj	h	1879-hj-h	TRUE	test	1898-hj-ttm 1879-hj-h	1	FALSE
1874	wta	tcw	1874-wta-tcw	1900	haj	adoh	1900-haj-adoh	FALSE	test	1874-wta-tcw 1900-haj-adoh	0	TRUE
1878	hj	te	1878-hj-te	1882	lma	ajsb-v6	1882-lma-ajsb-v6	FALSE	test	1878-hj-te 1882-lma-ajsb-v6	0	TRUE
1883	hj	rh	1883-hj-rh	1898	hj	itc	1898-hj-itc	TRUE	test	1883-hj-rh 1898-hj-itc	1	FALSE
1885	hj	gr	1885-hj-gr	1910	us	sts	1910-us-sts	FALSE	test	1885-hj-gr 1910-us-sts	0	FALSE
1914	us	sm	1914-us-sm	1897	ewaoc	tdof	1897-ewaoc-tdof	FALSE	test	1914-us-sm 1897-ewaoc-tdof	0	FALSE
1896	espw	cfal	1896-espw-cfal	1887	espw	jtf	1887-espw-jtf	TRUE	test	1896-espw-cfal 1887-espw-jtf	1	FALSE
1887	espw	tgb	1887-espw-tgb	1900	espw	wtg	1900-espw-wtg	TRUE	test	1887-espw-tgb 1900-espw-wtg	1	FALSE
1894	cdw	tgh	1894-cdw-tgh	1907	fmc	tdr	1907-fmc-tdr	FALSE	test	1894-cdw-tgh 1907-fmc-tdr	0	TRUE
1900	fmc	itpotk	1900-fmc-itpotk	1905	fmc	fm	1905-fmc-fm	TRUE	test	1900-fmc-itpotk 1905-fmc-fm	1	FALSE
1889	fmc	g	1889-fmc-g	1898	haj	tyb	1898-haj-tyb	FALSE	test	1889-fmc-g 1898-haj-tyb	0	FALSE
1890	hj	ttm	1890-hj-ttm	1904	hj	tgb	1904-hj-tgb	TRUE	test	1890-hj-ttm 1904-hj-tgb	1	FALSE
1878	hbs	pp	1878-hbs-pp	1870	hbs	tbc	1870-hbs-tbc	TRUE	test	1878-hbs-pp 1870-hbs-tbc	1	FALSE
1901	us	km	1901-us-km	1921	us	tbol	1921-us-tbol	TRUE	test	1901-us-km 1921-us-tbol	1	FALSE
1883	hj	rh-v2	1883-hj-rh-v2	1872	wta	lb	1872-wta-lb	FALSE	test	1883-hj-rh-v2 1872-wta-lb	0	TRUE
1866	haj	ccc-ia	1866-haj-ccc-ia	1871	hbs	mwai	1871-hbs-mwai	FALSE	test	1866-haj-ccc-ia 1871-hbs-mwai	0	FALSE
1880	hj	c	1880-hj-c	1885	hj	altof	1885-hj-altof	TRUE	test	1880-hj-c 1885-hj-altof	1	FALSE
1898	fmc	ari-v2	1898-fmc-ari-v2	1893	fmc	kl-v2	1893-fmc-kl-v2	TRUE	test	1898-fmc-ari-v2 1893-fmc-kl-v2	1	FALSE
1918	rwc	tlg	1918-rwc-tlg	1863	wta	isao	1863-wta-isao	FALSE	test	1918-rwc-tlg 1863-wta-isao	0	TRUE
1884	ab	sbts	1884-ab-sbts	1898	us	apom	1898-us-apom	FALSE	test	1884-ab-sbts 1898-us-apom	0	FALSE
1889	cfw	jl	1889-cfw-jl	1915	rwc	p	1915-rwc-p	FALSE	test	1889-cfw-jl 1915-rwc-p	0	TRUE
1872	mt	ri	1872-mt-ri	1895	haj	tdw	1895-haj-tdw	FALSE	test	1872-mt-ri 1895-haj-tdw	0	TRUE
1902	fmc	c	1902-fmc-c	1883	fmc	tl	1883-fmc-tl	TRUE	test	1902-fmc-c 1883-fmc-tl	1	FALSE
1859	hbs	tmw	1859-hbs-tmw	1887	fmc	pp	1887-fmc-pp	FALSE	test	1859-hbs-tmw 1887-fmc-pp	0	FALSE
1884	wta	Sac	1884-wta-Sac	1882	wta	aa	1882-wta-aa	TRUE	test	1884-wta-Sac 1882-wta-aa	1	TRUE
1871	haj	tt	1871-haj-tt	1876	wta	vao	1876-wta-vao	FALSE	test	1871-haj-tt 1876-wta-vao	0	TRUE
1913	es	tm	1913-es-tm	1911	rwc	tgr	1911-rwc-tgr	FALSE	test	1913-es-tm 1911-rwc-tgr	0	TRUE
1905	es	tpoe	1905-es-tpoe	1907	es	tlotg	1907-es-tlotg	TRUE	test	1905-es-tpoe 1907-es-tlotg	1	TRUE
1899	haj	mmv	1899-haj-mmv	1866	haj	hf	1866-haj-hf	TRUE	test	1899-haj-mmv 1866-haj-hf	1	FALSE
1891	fmc	do	1891-fmc-do	1876	cdw	itl	1876-cdw-itl	FALSE	test	1891-fmc-do 1876-cdw-itl	0	TRUE
1892	fmc	pg	1892-fmc-pg	1883	fmc	dc	1883-fmc-dc	TRUE	test	1892-fmc-pg 1883-fmc-dc	1	FALSE
1917	ab	bn	1917-ab-bn	1922	us	tcmc	1922-us-tcmc	FALSE	test	1917-ab-bn 1922-us-tcmc	0	FALSE
1889	cdw	sths	1889-cdw-sths	1869	espw	mwag	1869-espw-mwag	FALSE	test	1889-cdw-sths 1869-espw-mwag	0	TRUE
1902	hj	twotd	1902-hj-twotd	1896	hj	tsop	1896-hj-tsop	TRUE	test	1902-hj-twotd 1896-hj-tsop	1	FALSE
1888	haj	bb	1888-haj-bb	1899	haj	ra	1899-haj-ra	TRUE	test	1888-haj-bb 1899-haj-ra	1	FALSE
1913	ew	tcotc	1913-ew-tcotc	1868	haj	rd	1868-haj-rd	FALSE	test	1913-ew-tcotc 1868-haj-rd	0	TRUE
1868	espw	tga	1868-espw-tga	1919	rwc	tsos	1919-rwc-tsos	FALSE	test	1868-espw-tga 1919-rwc-tsos	0	TRUE
1900	haj	ainy	1900-haj-ainy	1919	ew	m	1919-ew-m	FALSE	test	1900-haj-ainy 1919-ew-m	0	TRUE
1881	mt	tpatp	1881-mt-tpatp	1899	haj	aoatb	1899-haj-aoatb	FALSE	test	1881-mt-tpatp 1899-haj-aoatb	0	TRUE
1891	fmc	k	1891-fmc-k	1893	fmc	tr	1893-fmc-tr	TRUE	test	1891-fmc-k 1893-fmc-tr	1	FALSE
1881	hj	tpoal	1881-hj-tpoal	1890	fmc	acmr	1890-fmc-acmr	FALSE	test	1881-hj-tpoal 1890-fmc-acmr	0	FALSE
1869	haj	mtmb	1869-haj-mtmb	1903	haj	bba-ph	1903-haj-bba-ph	TRUE	test	1869-haj-mtmb 1903-haj-bba-ph	1	FALSE
1885	fmc	atoalp	1885-fmc-atoalp	1905	fmc	wso	1905-fmc-wso	TRUE	test	1885-fmc-atoalp 1905-fmc-wso	1	FALSE
1868	wta	mob	1868-wta-mob	1870	wta	faf	1870-wta-faf	TRUE	test	1868-wta-mob 1870-wta-faf	1	TRUE
1871	hbs	pawt	1871-hbs-pawt	1904	rwc	isotu	1904-rwc-isotu	FALSE	test	1871-hbs-pawt 1904-rwc-isotu	0	TRUE
1875	cfw	cn	1875-cfw-cn	1864	lma	m	1864-lma-m	FALSE	test	1875-cfw-cn 1864-lma-m	0	TRUE
1914	mh+	mhce-nf	1914-mh+-mhce-nf	1908	fmc	tp	1908-fmc-tp	FALSE	test	1914-mh+-mhce-nf 1908-fmc-tp	0	FALSE
1893	fmc	md	1893-fmc-md	1895	fmc	ajs	1895-fmc-ajs	TRUE	test	1893-fmc-md 1895-fmc-ajs	1	FALSE
1864	wta	tsb	1864-wta-tsb	1883	wta	sh	1883-wta-sh	TRUE	test	1864-wta-tsb 1883-wta-sh	1	TRUE
1900	rwc	taoamm	1900-rwc-taoamm	1910	rwc	tgm	1910-rwc-tgm	TRUE	test	1900-rwc-taoamm 1910-rwc-tgm	1	TRUE
1903	fmc	thor	1903-fmc-thor	1887	fmc	s	1887-fmc-s	TRUE	test	1903-fmc-thor 1887-fmc-s	1	FALSE
1884	mt	taohf	1884-mt-taohf	1874	mt	lotm	1874-mt-lotm	TRUE	test	1884-mt-taohf 1874-mt-lotm	1	TRUE
1907	espw	tldup	1907-espw-tldup	1871	espw	tsp	1871-espw-tsp	TRUE	test	1907-espw-tldup 1871-espw-tsp	1	FALSE
1866	espw	gcj	1866-espw-gcj	1882	haj	bn	1882-haj-bn	FALSE	test	1866-espw-gcj 1882-haj-bn	0	FALSE
1883	haj	tbb	1883-haj-tbb	1888	es	ttatv	1888-es-ttatv	FALSE	test	1883-haj-tbb 1888-es-ttatv	0	TRUE
1908	fmc	s	1908-fmc-s	1908	fmc	tws	1908-fmc-tws	TRUE	test	1908-fmc-s 1908-fmc-tws	1	FALSE
1889	wta	wtel	1889-wta-wtel	1911	rwc	tcl	1911-rwc-tcl	FALSE	test	1889-wta-wtel 1911-rwc-tcl	0	TRUE
1904	rwc	sm	1904-rwc-sm	1886	hj	pc	1886-hj-pc	FALSE	test	1904-rwc-sm 1886-hj-pc	0	TRUE
1918	us	jh	1918-us-jh	1897	ew	tdof	1897-ew-tdof	FALSE	test	1918-us-jh 1897-ew-tdof	0	TRUE
1872	lma	ss	1872-lma-ss	1867	lma	tagomtt	1867-lma-tagomtt	TRUE	test	1872-lma-ss 1867-lma-tagomtt	1	TRUE
1910	ew	tomag	1910-ew-tomag	1889	es	atg	1889-es-atg	FALSE	test	1910-ew-tomag 1889-es-atg	0	TRUE
1889	espw	tsfi	1889-espw-tsfi	1895	espw	tsojc	1895-espw-tsojc	TRUE	test	1889-espw-tsfi 1895-espw-tsojc	1	FALSE
1905	haj	fftf	1905-haj-fftf	1870	haj	rar	1870-haj-rar	TRUE	test	1905-haj-fftf 1870-haj-rar	1	FALSE
1882	espw	dz	1882-espw-dz	1909	mt	isd	1909-mt-isd	FALSE	test	1882-espw-dz 1909-mt-isd	0	TRUE
1907	ew	tfott	1907-ew-tfott	1896	hj	toh	1896-hj-toh	FALSE	test	1907-ew-tfott 1896-hj-toh	0	TRUE
1868	wta	dad	1868-wta-dad	1885	wta	sts	1885-wta-sts	TRUE	test	1868-wta-dad 1885-wta-sts	1	TRUE
1909	rwc	tdm	1909-rwc-tdm	1897	ab	tdohy	1897-ab-tdohy	FALSE	test	1909-rwc-tdm 1897-ab-tdohy	0	TRUE
1891	haj	tetb	1891-haj-tetb	1868	haj	faf	1868-haj-faf	TRUE	test	1891-haj-tetb 1868-haj-faf	1	FALSE
1893	haj	dtn	1893-haj-dtn	1866	haj	tcw	1866-haj-tcw	TRUE	test	1893-haj-dtn 1866-haj-tcw	1	FALSE
1869	wta	dtr	1869-wta-dtr	1865	wta	waw	1865-wta-waw	TRUE	test	1869-wta-dtr 1865-wta-waw	1	TRUE
1891	cdw	oi	1891-cdw-oi	1873	hbs	wish	1873-hbs-wish	FALSE	test	1891-cdw-oi 1873-hbs-wish	0	TRUE
1879	hj	dm	1879-hj-dm	1903	hj	ta	1903-hj-ta	TRUE	test	1879-hj-dm 1903-hj-ta	1	FALSE
1874	cfw	tac	1874-cfw-tac	1882	fmc	mi	1882-fmc-mi	FALSE	test	1874-cfw-tac 1882-fmc-mi	0	TRUE
1893	espw	dm	1893-espw-dm	1896	ab	boat	1896-ab-boat	FALSE	test	1893-espw-dm 1896-ab-boat	0	FALSE
1896	espw	tsasa	1896-espw-tsasa	1894	espw	asl	1894-espw-asl	TRUE	test	1896-espw-tsasa 1894-espw-asl	1	FALSE
1879	haj	tym	1879-haj-tym	1869	haj	pjb	1869-haj-pjb	TRUE	test	1879-haj-tym 1869-haj-pjb	1	FALSE
1920	us	1tsoap	1920-us-1tsoap	1913	us	dg	1913-us-dg	TRUE	test	1920-us-1tsoap 1913-us-dg	1	FALSE
1917	es	ow-sh	1917-es-ow-sh	1873	hbs	pl	1873-hbs-pl	FALSE	test	1917-es-ow-sh 1873-hbs-pl	0	TRUE
1855	wta	aa	1855-wta-aa	1873	wta	tyc	1873-wta-tyc	TRUE	test	1855-wta-aa 1873-wta-tyc	1	TRUE
1879	haj	ttb	1879-haj-ttb	1894	fmc	wg	1894-fmc-wg	FALSE	test	1879-haj-ttb 1894-fmc-wg	0	FALSE
1898	fmc	vc	1898-fmc-vc	1895	fmc	t	1895-fmc-t	TRUE	test	1898-fmc-vc 1895-fmc-t	1	FALSE
1867	espw	gyatgc	1867-espw-gyatgc	1901	espw	a	1901-espw-a	TRUE	test	1867-espw-gyatgc 1901-espw-a	1	FALSE
